trip_id,line_id,start_station_id,end_station_id,scheduled_departure_time,is_peak_hour,is_delayed,delay_minutes,is_cancelled
192,S1,S1,S4,2024-11-29 03:35:00,False,False,1,False
193,S7,S10,S9,2024-02-08 09:12:00,True,False,3,False
194,S42,S4,S3,2024-12-24 12:07:00,False,False,1,False
196,S2,S2,S3,2024-07-13 14:13:00,False,False,0,False
197,S2,S10,S1,2024-03-07 06:47:00,True,False,2,False
198,S7,S8,S10,2024-05-27 01:34:00,False,False,2,False
199,S1,S9,S7,2024-09-21 02:43:00,False,False,0,False
200,S42,S1,S5,2024-02-13 06:09:00,True,False,3,False
201,S41,S10,S6,2024-07-19 22:01:00,False,False,4,False
202,S7,S6,S1,2024-06-15 03:44:00,False,False,0,False
203,S41,S3,S5,2024-08-12 09:45:00,True,False,3,False
204,S7,S2,S5,2024-10-14 04:56:00,False,False,1,False
205,S42,S6,S8,2024-11-15 13:10:00,False,False,2,False
206,S2,S8,S5,2024-06-03 18:52:00,True,False,3,False
207,S5,S6,S10,2024-03-14 11:45:00,False,False,2,False
208,S41,S6,S4,2024-03-16 16:38:00,True,True,52,False
210,S7,S6,S9,2024-12-24 08:13:00,True,False,3,False
211,S7,S9,S2,2024-08-05 01:20:00,False,False,1,False
212,S5,S5,S2,2024-11-25 19:31:00,True,False,3,False
213,S7,S5,S6,2024-09-08 21:07:00,False,False,0,False
214,S2,S2,S3,2024-05-12 16:21:00,True,False,0,False
215,S7,S3,S4,2024-03-01 15:04:00,False,False,1,False
216,S1,S2,S3,2024-03-20 08:26:00,True,False,2,False
217,S42,S6,S1,2024-02-22 03:51:00,False,False,2,False
218,S42,S2,S8,2024-02-17 11:08:00,False,False,0,False
219,S41,S5,S2,2024-07-17 06:21:00,True,False,4,False
220,S42,S3,S4,2024-11-16 17:32:00,True,False,1,False
221,S41,S6,S10,2024-04-16 11:20:00,False,False,2,False
222,S5,S9,S5,2024-09-20 21:13:00,False,False,2,False
223,S42,S9,S2,2024-04-26 18:55:00,True,False,4,False
224,S42,S4,S9,2024-12-30 14:31:00,False,False,3,False
226,S2,S9,S2,2024-11-23 23:58:00,False,False,0,False
227,S1,S10,S8,2024-11-09 14:08:00,False,False,0,False
228,S5,S10,S7,2024-02-01 16:53:00,True,False,4,False
229,S41,S5,S1,2024-06-16 23:04:00,False,False,1,False
230,S42,S4,S9,2024-01-29 16:22:00,True,False,2,False
232,S41,S3,S1,2024-12-13 12:09:00,False,False,2,False
233,S42,S1,S10,2024-03-12 23:00:00,False,False,3,False
234,S2,S1,S4,2024-07-13 11:13:00,False,False,0,False
235,S42,S9,S1,2024-08-11 19:23:00,True,False,1,False
236,S41,S4,S3,2024-01-09 11:13:00,False,True,7,False
237,S41,S3,S5,2024-10-03 15:23:00,False,False,1,False
238,S42,S5,S6,2024-05-24 15:04:00,False,False,2,False
239,S2,S7,S5,2024-03-28 19:54:00,True,False,2,False
240,S42,S4,S10,2024-03-12 08:28:00,True,False,3,False
241,S1,S5,S8,2024-06-13 12:43:00,False,False,1,False
242,S42,S10,S9,2024-04-20 23:56:00,False,False,0,False
243,S7,S9,S8,2024-02-14 04:28:00,False,False,1,False
244,S41,S7,S9,2024-10-01 17:38:00,True,False,4,False
245,S7,S2,S8,2024-02-28 03:46:00,False,False,1,False
247,S42,S9,S1,2024-09-21 08:39:00,True,False,3,False
248,S41,S7,S1,2024-10-12 04:52:00,False,False,0,False
249,S1,S2,S5,2024-03-21 20:08:00,False,False,2,False
250,S1,S7,S8,2024-06-08 08:59:00,True,False,1,False
251,S41,S7,S3,2024-05-07 13:54:00,False,False,2,False
252,S41,S5,S10,2024-06-05 02:18:00,False,False,2,False
253,S7,S9,S3,2024-09-22 11:32:00,False,False,0,False
254,S1,S6,S9,2024-09-17 22:37:00,False,False,1,False
255,S42,S10,S2,2024-04-29 16:16:00,True,False,2,False
256,S7,S9,S3,2024-08-09 00:02:00,False,False,1,False
257,S2,S4,S2,2024-02-17 18:04:00,True,False,1,False
258,S42,S8,S1,2024-09-03 19:35:00,True,False,3,False
260,S41,S10,S1,2024-01-23 00:31:00,False,False,1,False
261,S42,S8,S9,2024-05-02 01:09:00,False,False,1,False
264,S41,S4,S2,2024-01-04 08:44:00,True,False,3,False
265,S42,S5,S2,2024-10-14 08:09:00,True,False,4,False
266,S2,S6,S2,2024-04-11 13:16:00,False,False,1,False
267,S1,S1,S6,2024-05-12 04:40:00,False,False,0,False
268,S2,S6,S3,2024-07-04 09:43:00,True,False,2,False
269,S41,S4,S3,2024-03-21 11:51:00,False,False,1,False
270,S7,S1,S9,2024-12-26 03:53:00,False,False,1,False
271,S1,S10,S7,2024-09-05 20:24:00,False,False,1,False
272,S2,S10,S3,2024-08-08 18:27:00,True,False,2,False
273,S2,S10,S6,2024-02-27 16:19:00,True,False,2,False
274,S7,S4,S3,2024-04-16 05:06:00,False,False,1,False
275,S41,S3,S9,2024-07-05 18:18:00,True,False,3,False
277,S42,S1,S2,2024-05-17 07:33:00,True,False,3,False
278,S1,S2,S5,2024-08-29 15:05:00,False,False,1,False
279,S1,S10,S2,2024-11-03 17:54:00,True,False,1,False
280,S41,S6,S8,2024-08-11 06:59:00,True,False,4,False
281,S1,S5,S1,2024-11-13 15:44:00,False,False,1,False
283,S1,S5,S3,2024-04-16 20:46:00,False,False,1,False
284,S7,S2,S10,2024-04-04 05:28:00,False,False,2,False
285,S5,S4,S8,2024-02-17 00:33:00,False,False,1,False
286,S5,S5,S3,2024-11-07 23:37:00,False,True,79,False
287,S2,S8,S10,2024-11-13 12:19:00,False,False,1,False
288,S5,S7,S9,2024-04-13 10:39:00,False,False,0,False
289,S41,S5,S3,2024-02-02 12:11:00,False,False,1,False
290,S1,S7,S4,2024-06-12 05:17:00,False,False,1,False
291,S2,S6,S4,2024-11-08 03:02:00,False,False,1,False
292,S42,S1,S7,2024-08-14 01:31:00,False,False,1,False
293,S2,S5,S4,2024-10-01 13:00:00,False,False,1,False
294,S7,S6,S7,2024-08-17 05:33:00,False,False,0,False
298,S42,S9,S4,2024-10-23 23:29:00,False,False,2,False
299,S5,S8,S10,2024-10-08 16:41:00,True,False,2,False
300,S41,S9,S7,2024-06-24 15:23:00,False,True,86,True
301,S1,S10,S1,2024-11-27 10:07:00,False,False,1,False
302,S42,S1,S6,2024-02-20 08:39:00,True,False,4,False
303,S41,S2,S10,2024-10-14 23:50:00,False,False,2,False
304,S1,S4,S2,2024-06-27 07:48:00,True,False,2,False
305,S7,S9,S10,2024-07-02 17:01:00,True,False,4,False
306,S5,S3,S4,2024-01-19 14:10:00,False,False,1,False
307,S1,S3,S5,2024-05-27 18:33:00,True,False,2,False
308,S1,S8,S7,2024-02-04 01:13:00,False,False,0,False
309,S41,S10,S7,2024-05-19 15:50:00,False,False,0,False
310,S2,S4,S6,2024-08-24 12:59:00,False,False,0,False
311,S5,S8,S1,2024-01-12 01:50:00,False,False,1,False
312,S2,S9,S2,2024-05-19 07:24:00,True,False,0,False
313,S42,S3,S4,2024-02-03 21:07:00,False,False,0,False
314,S41,S8,S6,2024-11-10 20:18:00,False,False,0,False
315,S2,S5,S6,2024-03-07 08:31:00,True,False,2,False
316,S5,S3,S8,2024-12-10 09:02:00,True,False,2,False
317,S2,S3,S1,2024-03-29 20:23:00,False,False,1,False
318,S5,S6,S8,2024-07-04 12:10:00,False,False,4,False
319,S5,S9,S1,2024-05-30 06:55:00,True,False,2,False
321,S1,S10,S4,2024-04-01 04:27:00,False,False,2,False
322,S7,S1,S3,2024-04-06 13:45:00,False,False,0,False
323,S41,S2,S10,2024-10-14 20:44:00,False,False,3,False
324,S41,S6,S5,2024-08-15 14:11:00,False,False,2,False
325,S7,S2,S3,2024-02-22 03:48:00,False,False,1,False
326,S5,S1,S2,2024-11-15 07:28:00,True,False,3,False
327,S5,S3,S7,2024-10-13 06:09:00,True,False,0,False
328,S42,S9,S7,2024-01-09 16:05:00,True,True,7,False
331,S1,S1,S3,2024-11-19 02:44:00,False,False,1,False
332,S1,S3,S7,2024-02-01 16:06:00,True,False,3,False
333,S41,S7,S10,2024-07-26 06:50:00,True,False,3,False
334,S42,S1,S3,2024-03-13 03:05:00,False,False,1,False
335,S42,S7,S3,2024-04-30 08:54:00,True,False,4,False
336,S2,S5,S8,2024-07-28 04:19:00,False,False,0,False
337,S42,S7,S4,2024-10-25 07:58:00,True,False,3,False
338,S41,S10,S5,2024-08-24 16:19:00,True,False,2,False
339,S5,S7,S3,2024-07-21 10:21:00,False,False,0,False
340,S41,S5,S4,2024-08-10 22:21:00,False,False,0,False
341,S5,S9,S8,2024-02-06 21:55:00,False,False,1,False
342,S2,S2,S8,2024-08-10 08:35:00,True,False,1,False
343,S2,S7,S9,2024-03-27 11:03:00,False,False,1,False
344,S5,S7,S9,2024-02-20 19:07:00,True,False,4,False
345,S5,S3,S4,2024-03-29 06:37:00,True,False,2,False
346,S1,S3,S1,2024-03-08 16:46:00,True,False,2,False
347,S2,S2,S9,2024-11-04 21:32:00,False,False,1,False
348,S41,S7,S3,2024-08-28 23:39:00,False,False,1,False
349,S7,S3,S6,2024-11-20 17:40:00,True,False,2,False
350,S41,S7,S2,2024-11-22 20:04:00,False,False,2,False
351,S7,S6,S4,2024-10-19 03:28:00,False,False,0,False
352,S5,S9,S3,2024-01-17 12:42:00,False,False,1,False
353,S7,S6,S10,2024-01-09 20:01:00,False,False,1,False
354,S1,S8,S9,2024-11-17 22:43:00,False,False,0,False
355,S42,S9,S4,2024-10-18 04:18:00,False,False,2,False
356,S42,S4,S5,2024-12-12 02:10:00,False,False,1,False
357,S41,S7,S5,2024-03-04 11:22:00,False,False,2,False
358,S2,S7,S8,2024-07-23 06:13:00,True,False,2,False
359,S7,S6,S9,2024-02-20 20:51:00,False,False,1,False
360,S7,S3,S5,2024-06-15 05:11:00,False,False,0,False
361,S5,S7,S3,2024-06-11 04:51:00,False,False,1,False
362,S1,S7,S6,2024-11-16 12:18:00,False,False,0,False
363,S7,S5,S3,2024-07-22 10:31:00,False,False,3,False
364,S5,S5,S3,2024-04-09 13:19:00,False,False,2,False
365,S7,S4,S9,2024-04-09 22:30:00,False,False,2,False
366,S7,S4,S2,2024-10-22 08:01:00,True,False,3,False
367,S7,S5,S6,2024-12-11 21:30:00,False,False,1,False
368,S7,S5,S7,2024-08-08 10:03:00,False,False,1,False
369,S41,S9,S6,2024-12-03 12:28:00,False,False,2,False
370,S7,S10,S8,2024-07-26 15:36:00,False,False,1,False
371,S41,S4,S9,2024-06-22 13:12:00,False,True,71,False
372,S1,S10,S5,2024-03-20 05:48:00,False,False,1,False
373,S7,S3,S10,2024-01-29 01:45:00,False,False,3,False
374,S7,S10,S8,2024-05-12 05:47:00,False,False,0,False
375,S41,S10,S8,2024-07-04 12:49:00,False,False,3,False
377,S5,S9,S2,2024-09-05 01:26:00,False,False,1,False
378,S2,S6,S3,2024-07-21 01:11:00,False,False,0,False
380,S2,S7,S6,2024-07-08 21:35:00,False,False,1,False
381,S2,S3,S6,2024-02-25 21:23:00,False,False,0,False
382,S5,S9,S8,2024-08-19 21:40:00,False,False,2,False
383,S42,S1,S5,2024-07-17 05:30:00,False,False,2,False
384,S42,S7,S1,2024-08-31 21:50:00,False,False,0,False
385,S42,S10,S5,2024-12-07 15:58:00,False,False,0,False
386,S5,S10,S5,2024-03-30 21:08:00,False,False,2,False
387,S41,S4,S7,2024-11-27 10:39:00,False,False,1,False
388,S41,S4,S3,2024-08-14 07:25:00,True,False,4,False
389,S7,S5,S1,2024-06-08 13:49:00,False,False,0,False
390,S41,S5,S2,2024-07-14 00:18:00,False,False,0,False
391,S7,S9,S8,2024-05-05 14:22:00,False,False,0,False
392,S41,S3,S8,2024-03-29 11:21:00,False,False,1,False
393,S42,S4,S5,2024-04-11 15:49:00,False,False,2,False
394,S7,S7,S2,2024-06-14 03:39:00,False,False,1,False
395,S1,S6,S1,2024-05-22 16:28:00,True,False,3,False
396,S2,S7,S2,2024-08-06 20:18:00,False,False,1,False
397,S41,S3,S5,2024-09-03 16:01:00,True,False,4,False
398,S1,S6,S8,2024-11-26 08:25:00,True,False,2,False
399,S42,S9,S7,2024-06-05 22:42:00,False,False,1,False
400,S1,S4,S10,2024-03-25 23:38:00,False,False,1,False
401,S42,S4,S10,2024-02-26 19:18:00,True,False,3,False
402,S1,S7,S1,2024-11-17 07:08:00,True,False,0,False
403,S1,S6,S4,2024-11-20 23:04:00,False,False,1,False
404,S5,S2,S8,2024-12-10 11:45:00,False,False,1,False
405,S2,S8,S5,2024-06-11 00:21:00,False,False,2,False
406,S7,S9,S8,2024-08-06 10:28:00,False,False,1,False
407,S7,S2,S4,2024-03-27 22:50:00,False,False,1,False
408,S42,S2,S4,2024-01-16 11:59:00,False,False,1,False
409,S42,S9,S3,2024-07-26 19:47:00,True,False,5,False
410,S5,S8,S9,2024-11-04 14:21:00,False,False,1,False
411,S42,S3,S2,2024-10-12 18:47:00,True,False,0,False
412,S1,S8,S5,2024-01-16 17:22:00,True,False,2,False
413,S41,S7,S9,2024-02-29 11:19:00,False,False,2,False
414,S2,S9,S1,2024-08-22 07:43:00,True,False,3,False
415,S2,S4,S10,2024-04-24 22:42:00,False,False,1,False
416,S41,S6,S4,2024-05-28 04:16:00,False,True,7,False
419,S5,S7,S5,2024-06-10 09:32:00,True,False,2,False
420,S1,S7,S4,2024-11-21 20:10:00,False,False,1,False
421,S41,S4,S2,2024-07-17 07:11:00,True,False,3,False
423,S5,S6,S10,2024-05-16 11:57:00,False,False,1,False
424,S41,S7,S10,2024-08-31 04:55:00,False,False,0,False
425,S7,S9,S4,2024-08-16 18:10:00,True,False,3,False
426,S7,S2,S3,2024-11-12 22:58:00,False,False,2,False
428,S5,S3,S1,2024-04-03 21:15:00,False,False,1,False
430,S7,S10,S4,2024-06-16 05:04:00,False,False,0,False
431,S7,S5,S1,2024-01-14 02:58:00,False,False,1,False
433,S5,S10,S5,2024-08-01 22:50:00,False,False,1,False
434,S5,S4,S9,2024-09-20 09:58:00,True,False,2,False
435,S7,S9,S4,2024-06-22 15:38:00,False,True,52,False
438,S42,S7,S3,2024-03-25 02:52:00,False,False,2,False
439,S42,S9,S6,2024-08-08 08:37:00,True,False,4,False
440,S5,S4,S3,2024-07-07 10:50:00,False,False,0,False
441,S5,S1,S10,2024-10-12 00:36:00,False,False,2,False
442,S41,S9,S6,2024-09-30 12:17:00,False,False,2,False
443,S7,S8,S3,2024-07-26 00:06:00,False,False,1,False
444,S2,S3,S6,2024-05-29 04:00:00,False,False,1,False
445,S1,S3,S4,2024-07-03 17:39:00,True,False,2,False
447,S1,S2,S9,2024-12-14 05:14:00,False,False,0,False
448,S42,S8,S7,2024-12-09 02:34:00,False,False,1,False
449,S41,S6,S1,2024-08-31 07:44:00,True,False,1,False
450,S2,S2,S8,2024-02-16 12:38:00,False,False,1,False
451,S42,S7,S6,2024-11-07 08:10:00,True,False,5,False
453,S7,S2,S5,2024-07-25 07:08:00,True,False,3,False
454,S1,S6,S10,2024-08-20 03:52:00,False,False,1,False
455,S2,S1,S7,2024-02-27 22:00:00,False,False,1,False
456,S5,S2,S1,2024-01-13 18:34:00,True,False,0,False
457,S2,S2,S6,2024-04-21 18:25:00,True,False,1,False
458,S7,S5,S9,2024-12-21 15:03:00,False,False,1,False
459,S2,S10,S2,2024-01-17 10:30:00,False,False,3,False
460,S42,S9,S4,2024-04-08 15:03:00,False,False,2,False
461,S41,S6,S3,2024-05-15 12:21:00,False,False,2,False
462,S41,S8,S4,2024-01-22 09:56:00,True,False,4,False
463,S1,S1,S7,2024-01-05 23:48:00,False,False,1,False
464,S41,S4,S7,2024-07-25 02:41:00,False,False,1,False
465,S1,S6,S10,2024-04-01 09:50:00,True,False,3,False
466,S1,S2,S9,2024-06-18 00:10:00,False,False,1,False
467,S1,S7,S5,2024-01-19 04:35:00,False,False,2,False
468,S42,S1,S3,2024-01-11 00:43:00,False,False,1,False
469,S5,S2,S3,2024-01-05 03:09:00,False,False,1,False
470,S1,S2,S10,2024-07-29 02:35:00,False,False,1,False
471,S41,S7,S3,2024-05-05 04:53:00,False,False,4,False
472,S41,S6,S7,2024-06-29 21:22:00,False,False,0,False
473,S2,S7,S9,2024-09-19 12:21:00,False,False,1,False
474,S2,S2,S5,2024-08-13 11:05:00,False,False,1,False
476,S42,S3,S5,2024-07-16 09:05:00,True,False,4,False
477,S5,S5,S4,2024-03-31 03:28:00,False,False,0,False
478,S7,S3,S9,2024-09-01 16:06:00,True,False,1,False
479,S1,S10,S9,2024-10-01 13:31:00,False,False,1,False
480,S2,S10,S9,2024-10-20 11:29:00,False,False,0,False
481,S41,S5,S9,2024-03-29 09:17:00,True,False,3,False
482,S1,S9,S3,2024-05-03 07:41:00,True,False,2,False
