timestamp,temperature_c,precipitation_mm,wind_speed_kmh,weather_condition
2024-01-07 04:00:00,17.61,3.05,3.06,Clear
2024-01-07 05:00:00,16.48,0.0,24.96,Clear
2024-01-07 06:00:00,16.25,0.0,18.8,Clear
2024-01-07 07:00:00,16.73,0.33,20.67,Clear
2024-01-07 08:00:00,11.6,1.85,31.88,Stormy
2024-01-07 09:00:00,16.16,0.54,8.94,Clear
2024-01-07 10:00:00,16.47,2.3,13.74,Clear
2024-01-07 11:00:00,11.43,6.29,18.27,Rainy
2024-01-07 12:00:00,24.33,0.0,5.65,Clear
2024-01-07 13:00:00,17.37,0.0,13.12,Clear
2024-01-07 14:00:00,9.04,3.48,19.93,Clear
2024-01-07 15:00:00,18.28,6.05,11.75,Rainy
2024-01-07 16:00:00,10.13,2.18,28.09,Clear
2024-01-07 17:00:00,18.94,0.0,0.0,Clear
2024-01-07 18:00:00,20.79,0.63,26.23,Clear
2024-01-07 19:00:00,10.9,0.0,21.61,Clear
2024-01-07 20:00:00,19.82,2.93,9.31,Clear
2024-01-07 21:00:00,17.06,0.0,5.76,Clear
2024-01-07 22:00:00,19.11,0.1,0.0,Clear
2024-01-07 23:00:00,24.48,0.0,7.05,Clear
2024-01-08 00:00:00,13.77,1.38,25.47,Clear
2024-01-08 01:00:00,11.23,0.0,14.44,Clear
2024-01-08 02:00:00,10.55,1.53,26.63,Clear
2024-01-08 03:00:00,10.92,1.07,8.8,Clear
2024-01-08 04:00:00,14.61,0.0,22.07,Clear
2024-01-08 05:00:00,16.71,2.88,7.83,Clear
2024-01-08 06:00:00,16.38,0.85,5.34,Clear
2024-01-08 07:00:00,19.14,0.0,13.93,Clear
2024-01-08 08:00:00,15.07,7.72,8.35,Rainy
2024-01-08 09:00:00,22.27,2.43,0.0,Clear
2024-01-08 10:00:00,13.68,0.54,13.18,Clear
2024-01-08 11:00:00,28.6,5.25,16.06,Rainy
2024-01-08 12:00:00,18.13,6.53,27.68,Rainy
2024-01-08 13:00:00,10.71,0.56,24.37,Clear
2024-01-08 14:00:00,9.65,2.04,27.2,Clear
2024-01-08 15:00:00,17.41,0.0,22.2,Clear
2024-01-08 16:00:00,13.88,0.56,18.33,Clear
2024-01-08 17:00:00,18.57,0.4,2.71,Clear
2024-01-08 18:00:00,17.37,1.55,16.5,Clear
2024-01-08 19:00:00,14.64,2.0,20.97,Clear
2024-01-08 20:00:00,10.77,2.68,29.57,Clear
2024-01-08 21:00:00,7.43,1.71,21.86,Clear
2024-01-08 22:00:00,12.77,0.0,27.4,Clear
2024-01-08 23:00:00,19.28,0.0,4.68,Clear
2024-01-09 00:00:00,16.07,0.0,11.74,Clear
2024-01-09 01:00:00,8.77,0.15,19.29,Clear
2024-01-09 02:00:00,15.87,4.15,26.61,Clear
2024-01-09 03:00:00,16.93,0.0,13.55,Clear
2024-01-09 04:00:00,10.58,0.0,14.18,Clear
2024-01-09 05:00:00,15.77,3.86,21.87,Clear
2024-01-09 06:00:00,15.29,0.1,3.74,Clear
2024-01-09 07:00:00,9.29,2.38,31.07,Stormy
2024-01-09 08:00:00,16.79,0.58,6.21,Clear
2024-01-09 09:00:00,17.8,1.77,0.0,Clear
2024-01-09 10:00:00,20.42,0.31,15.1,Clear
2024-01-09 11:00:00,20.27,3.0,31.98,Stormy
2024-01-09 12:00:00,8.11,0.0,20.86,Clear
2024-01-09 13:00:00,10.31,0.0,22.51,Clear
2024-01-09 14:00:00,17.58,1.89,15.41,Clear
2024-01-09 15:00:00,17.57,2.6,13.48,Clear
2024-01-09 16:00:00,17.58,5.48,0.0,Rainy
2024-01-09 17:00:00,34.26,0.0,0.0,Clear
2024-01-09 18:00:00,17.85,5.44,16.96,Rainy
2024-01-09 19:00:00,20.68,0.0,28.13,Clear
2024-01-09 20:00:00,19.77,4.99,18.44,Clear
2024-01-09 21:00:00,18.26,3.45,21.24,Clear
2024-01-09 22:00:00,13.42,0.0,30.84,Stormy
2024-01-09 23:00:00,18.79,1.92,18.29,Clear
2024-01-10 00:00:00,11.14,0.85,13.77,Clear
2024-01-10 01:00:00,13.82,2.88,6.81,Clear
2024-01-10 02:00:00,12.57,0.33,35.22,Stormy
2024-01-10 03:00:00,15.41,0.08,20.27,Clear
2024-01-10 04:00:00,26.57,5.11,5.56,Rainy
2024-01-10 05:00:00,5.66,0.7,3.29,Clear
2024-01-10 06:00:00,18.43,3.48,27.53,Clear
2024-01-10 07:00:00,6.94,0.32,4.63,Clear
2024-01-10 08:00:00,12.64,6.0,33.54,Stormy
2024-01-10 09:00:00,20.44,0.0,0.0,Clear
2024-01-10 10:00:00,15.32,0.0,29.23,Clear
2024-01-10 11:00:00,9.61,5.57,19.87,Rainy
2024-01-10 12:00:00,11.42,0.0,16.19,Clear
2024-01-10 13:00:00,18.4,5.8,13.25,Rainy
2024-01-10 14:00:00,11.35,3.68,33.91,Stormy
2024-01-10 15:00:00,16.08,0.54,22.07,Clear
2024-01-10 16:00:00,15.23,0.0,5.97,Clear
2024-01-10 17:00:00,11.74,0.94,0.0,Clear
2024-01-10 18:00:00,25.72,1.3,16.77,Clear
2024-01-10 19:00:00,18.17,4.5,14.99,Clear
2024-01-10 20:00:00,4.87,5.77,0.0,Rainy
2024-01-10 21:00:00,15.93,0.0,14.45,Clear
2024-01-10 22:00:00,11.69,3.4,9.26,Clear
2024-01-10 23:00:00,19.26,3.3,15.09,Clear
2024-01-11 00:00:00,11.04,4.22,22.26,Clear
2024-01-11 01:00:00,14.43,2.5,29.93,Clear
2024-01-11 02:00:00,17.52,0.0,24.09,Clear
2024-01-11 03:00:00,19.33,0.53,7.79,Clear
2024-01-11 04:00:00,9.0,0.0,18.69,Clear
2024-01-11 05:00:00,13.33,0.39,15.63,Clear
2024-01-11 06:00:00,12.63,3.94,1.68,Clear
2024-01-11 07:00:00,11.73,1.92,18.98,Clear
2024-01-11 08:00:00,23.83,4.44,33.57,Stormy
2024-01-11 09:00:00,17.02,2.03,15.32,Clear
2024-01-11 10:00:00,8.7,0.0,0.0,Clear
2024-01-11 11:00:00,19.59,0.0,15.3,Clear
2024-01-11 12:00:00,25.61,1.45,2.86,Clear
2024-01-11 13:00:00,20.16,0.36,23.64,Clear
2024-01-11 14:00:00,7.4,0.0,20.25,Clear
2024-01-11 15:00:00,12.58,0.0,13.29,Clear
2024-01-11 16:00:00,21.33,0.0,11.69,Clear
2024-01-11 17:00:00,11.46,0.42,12.88,Clear
2024-01-11 18:00:00,17.22,3.0,15.08,Clear
2024-01-11 19:00:00,18.87,1.57,7.28,Clear
2024-01-11 20:00:00,10.37,5.82,1.12,Rainy
2024-01-11 21:00:00,14.7,0.0,26.39,Clear
2024-01-11 22:00:00,-1.21,3.64,11.15,Clear
2024-01-11 23:00:00,9.88,1.14,16.67,Clear
2024-01-12 00:00:00,13.74,3.08,17.85,Clear
2024-01-12 01:00:00,8.76,0.0,18.22,Clear
2024-01-12 02:00:00,23.16,4.22,3.26,Clear
2024-01-12 03:00:00,7.85,1.89,0.0,Clear
2024-01-12 04:00:00,12.8,0.0,9.11,Clear
2024-01-12 05:00:00,15.65,0.96,18.96,Clear
2024-01-12 06:00:00,22.21,0.28,7.72,Clear
2024-01-12 07:00:00,7.82,2.47,11.45,Clear
2024-01-12 08:00:00,20.82,0.0,36.27,Stormy
2024-01-12 09:00:00,15.05,0.91,0.0,Clear
2024-01-12 10:00:00,10.09,2.19,7.45,Clear
2024-01-12 11:00:00,17.31,1.1,33.97,Stormy
2024-01-12 12:00:00,16.0,5.04,14.55,Rainy
2024-01-12 13:00:00,12.0,3.32,7.94,Clear
2024-01-12 14:00:00,15.35,0.98,26.69,Clear
2024-01-12 15:00:00,13.07,1.65,15.55,Clear
2024-01-12 16:00:00,15.57,1.89,11.52,Clear
2024-01-12 17:00:00,18.31,2.21,16.92,Clear
2024-01-12 18:00:00,22.93,0.0,8.42,Clear
2024-01-12 19:00:00,8.81,0.1,4.83,Clear
2024-01-12 20:00:00,25.67,0.0,13.86,Clear
2024-01-12 21:00:00,5.24,4.83,4.89,Clear
2024-01-12 22:00:00,14.24,0.82,15.11,Clear
2024-01-12 23:00:00,17.94,0.42,18.54,Clear
2024-01-13 00:00:00,16.4,3.69,23.53,Clear
2024-01-13 01:00:00,11.89,2.27,26.28,Clear
2024-01-13 02:00:00,13.96,0.0,10.94,Clear
2024-01-13 03:00:00,12.53,0.79,19.99,Clear
2024-01-13 04:00:00,12.05,0.0,19.93,Clear
2024-01-13 05:00:00,19.25,0.0,18.28,Clear
2024-01-13 06:00:00,16.79,0.0,10.21,Clear
2024-01-13 07:00:00,11.54,0.45,4.72,Clear
2024-01-13 08:00:00,19.5,0.66,20.02,Clear
2024-01-13 09:00:00,16.54,0.0,0.0,Clear
2024-01-13 10:00:00,19.06,4.45,12.32,Clear
2024-01-13 11:00:00,18.15,0.69,0.0,Clear
2024-01-13 12:00:00,10.86,1.11,1.64,Clear
2024-01-13 13:00:00,12.2,2.2,6.23,Clear
2024-01-13 14:00:00,18.74,0.0,25.97,Clear
2024-01-13 15:00:00,18.05,2.37,21.88,Clear
2024-01-13 16:00:00,14.9,0.0,9.46,Clear
2024-01-13 17:00:00,15.59,0.0,22.29,Clear
2024-01-13 18:00:00,21.39,2.72,23.88,Clear
2024-01-13 19:00:00,12.04,5.48,13.39,Rainy
2024-01-13 20:00:00,17.74,3.17,1.16,Clear
2024-01-13 21:00:00,13.99,3.77,12.92,Clear
2024-01-13 22:00:00,13.91,0.0,14.02,Clear
2024-01-13 23:00:00,20.49,0.0,2.68,Clear
2024-01-14 00:00:00,19.13,5.47,18.67,Rainy
2024-01-14 01:00:00,19.07,7.16,17.8,Rainy
2024-01-14 02:00:00,21.53,5.63,19.45,Rainy
2024-01-14 03:00:00,15.11,0.0,17.79,Clear
2024-01-14 04:00:00,18.41,0.0,22.3,Clear
2024-01-14 05:00:00,13.45,0.0,13.21,Clear
2024-01-14 06:00:00,16.62,0.0,17.02,Clear
2024-01-14 07:00:00,14.35,0.68,11.02,Clear
2024-01-14 08:00:00,15.48,5.82,9.16,Rainy
2024-01-14 09:00:00,17.98,0.58,28.38,Clear
2024-01-14 10:00:00,10.91,1.91,0.0,Clear
2024-01-14 11:00:00,25.46,5.13,23.77,Rainy
2024-01-14 12:00:00,9.97,0.0,8.79,Clear
2024-01-14 13:00:00,8.93,7.11,7.5,Rainy
2024-01-14 14:00:00,20.79,6.98,17.62,Rainy
2024-01-14 15:00:00,18.96,0.61,0.1,Clear
2024-01-14 16:00:00,18.12,0.0,6.84,Clear
2024-01-14 17:00:00,18.14,3.09,6.51,Clear
2024-01-14 18:00:00,14.94,0.0,12.79,Clear
2024-01-14 19:00:00,10.51,0.0,6.96,Clear
2024-01-14 20:00:00,15.38,4.84,31.01,Stormy
2024-01-14 21:00:00,11.61,4.65,32.97,Stormy
2024-01-14 22:00:00,19.88,1.47,0.0,Clear
2024-01-14 23:00:00,14.26,0.0,20.44,Clear
2024-01-15 00:00:00,10.87,0.0,23.59,Clear
2024-01-15 01:00:00,13.39,1.32,20.43,Clear
2024-01-15 02:00:00,17.06,0.0,8.42,Clear
2024-01-15 03:00:00,12.18,0.0,12.56,Clear
2024-01-15 04:00:00,10.89,4.07,7.52,Clear
2024-01-15 05:00:00,16.22,3.2,10.8,Clear
2024-01-15 06:00:00,16.22,5.13,2.9,Rainy
2024-01-15 07:00:00,12.47,0.0,13.85,Clear
2024-01-15 08:00:00,12.64,0.0,0.0,Clear
2024-01-15 09:00:00,16.16,3.28,13.0,Clear
2024-01-15 10:00:00,7.76,2.34,2.51,Clear
2024-01-15 11:00:00,7.96,5.6,17.07,Rainy
2024-01-15 12:00:00,11.41,2.26,8.21,Clear
2024-01-15 13:00:00,13.93,6.54,17.91,Rainy
2024-01-15 14:00:00,16.55,2.62,25.82,Clear
2024-01-15 15:00:00,22.38,4.19,30.89,Stormy
2024-01-15 16:00:00,19.29,0.03,0.0,Clear
2024-01-15 17:00:00,14.2,1.04,6.66,Clear
2024-01-15 18:00:00,14.9,3.73,11.97,Clear
2024-01-15 19:00:00,9.99,5.84,19.6,Rainy
2024-01-15 20:00:00,14.91,3.19,0.0,Clear
2024-01-15 21:00:00,13.56,0.75,5.18,Clear
2024-01-15 22:00:00,16.61,5.13,16.3,Rainy
2024-01-15 23:00:00,10.86,0.0,15.85,Clear
2024-01-16 00:00:00,17.6,0.0,18.78,Clear
2024-01-16 01:00:00,22.66,3.04,19.44,Clear
2024-01-16 02:00:00,14.46,1.04,18.39,Clear
2024-01-16 03:00:00,17.01,2.82,16.94,Clear
2024-01-16 04:00:00,18.45,1.19,15.56,Clear
2024-01-16 05:00:00,12.99,2.71,21.65,Clear
2024-01-16 06:00:00,16.12,0.0,0.0,Clear
2024-01-16 07:00:00,15.06,2.71,30.44,Stormy
2024-01-16 08:00:00,15.49,3.98,0.0,Clear
2024-01-16 09:00:00,11.13,4.66,4.21,Clear
2024-01-16 10:00:00,15.12,7.04,12.73,Rainy
2024-01-16 11:00:00,17.49,1.73,21.73,Clear
2024-01-16 12:00:00,22.26,1.82,0.0,Clear
2024-01-16 13:00:00,19.8,0.0,14.72,Clear
2024-01-16 14:00:00,25.77,0.0,22.92,Clear
2024-01-16 15:00:00,11.16,0.42,24.95,Clear
2024-01-16 16:00:00,19.36,4.15,8.03,Clear
2024-01-16 17:00:00,15.92,0.0,11.99,Clear
2024-01-16 18:00:00,25.95,3.39,8.84,Clear
2024-01-16 19:00:00,10.96,1.0,11.07,Clear
2024-01-16 20:00:00,10.8,0.47,4.68,Clear
2024-01-16 21:00:00,12.0,1.75,6.11,Clear
2024-01-16 22:00:00,4.38,0.0,19.34,Clear
2024-01-16 23:00:00,12.37,0.0,16.32,Clear
2024-01-17 00:00:00,11.2,0.0,19.92,Clear
2024-01-17 01:00:00,15.75,0.26,17.14,Clear
2024-01-17 02:00:00,16.71,0.0,22.04,Clear
2024-01-17 03:00:00,24.38,0.0,23.78,Clear
2024-01-17 04:00:00,19.75,2.25,0.0,Clear
2024-01-17 05:00:00,12.12,2.98,6.46,Clear
2024-01-17 06:00:00,10.51,1.7,12.69,Clear
2024-01-17 07:00:00,17.46,3.99,14.77,Clear
2024-01-17 08:00:00,8.4,2.73,8.3,Clear
2024-01-17 09:00:00,24.16,0.11,24.12,Clear
2024-01-17 10:00:00,20.9,0.0,34.8,Stormy
2024-01-17 11:00:00,12.65,1.94,16.86,Clear
2024-01-17 12:00:00,6.43,2.72,15.84,Clear
2024-01-17 13:00:00,21.77,5.19,23.49,Rainy
2024-01-17 14:00:00,14.43,4.57,0.0,Clear
2024-01-17 15:00:00,21.19,0.0,15.28,Clear
2024-01-17 16:00:00,7.03,0.69,24.79,Clear
2024-01-17 17:00:00,12.0,3.01,8.57,Clear
2024-01-17 18:00:00,15.03,4.2,2.73,Clear
2024-01-17 19:00:00,15.23,3.82,13.14,Clear
2024-01-17 20:00:00,12.75,0.81,14.39,Clear
2024-01-17 21:00:00,18.11,0.0,5.91,Clear
2024-01-17 22:00:00,9.66,0.0,35.96,Stormy
2024-01-17 23:00:00,14.29,1.82,10.21,Clear
2024-01-18 00:00:00,15.6,2.03,3.46,Clear
2024-01-18 01:00:00,17.57,0.0,14.06,Clear
2024-01-18 02:00:00,18.56,1.13,24.08,Clear
2024-01-18 03:00:00,9.38,2.89,15.17,Clear
2024-01-18 04:00:00,7.33,0.0,19.86,Clear
2024-01-18 05:00:00,21.39,4.31,6.28,Clear
2024-01-18 06:00:00,16.66,0.0,29.88,Clear
2024-01-18 07:00:00,11.26,4.77,20.62,Clear
2024-01-18 08:00:00,22.76,0.0,25.48,Clear
2024-01-18 09:00:00,15.58,0.0,18.65,Clear
2024-01-18 10:00:00,20.9,0.0,23.25,Clear
2024-01-18 11:00:00,15.34,0.71,6.27,Clear
2024-01-18 12:00:00,25.3,0.0,10.09,Clear
2024-01-18 13:00:00,23.78,0.35,28.46,Clear
2024-01-18 14:00:00,13.76,2.0,30.6,Stormy
2024-01-18 15:00:00,19.86,0.49,3.53,Clear
2024-01-18 16:00:00,18.23,0.8,17.5,Clear
2024-01-18 17:00:00,21.84,0.0,10.69,Clear
2024-01-18 18:00:00,10.18,2.18,8.03,Clear
2024-01-18 19:00:00,18.43,0.73,17.85,Clear
2024-01-18 20:00:00,20.29,5.83,26.41,Rainy
2024-01-18 21:00:00,6.21,0.0,19.52,Clear
2024-01-18 22:00:00,9.08,0.0,11.8,Clear
2024-01-18 23:00:00,4.8,2.85,20.15,Clear
2024-01-19 00:00:00,13.65,2.04,11.4,Clear
2024-01-19 01:00:00,18.59,0.0,19.12,Clear
2024-01-19 02:00:00,22.51,0.0,28.96,Clear
2024-01-19 03:00:00,15.37,5.61,0.0,Rainy
2024-01-19 04:00:00,23.14,5.24,22.97,Rainy
2024-01-19 05:00:00,8.1,0.0,0.0,Clear
2024-01-19 06:00:00,6.48,0.0,27.28,Clear
2024-01-19 07:00:00,14.72,5.99,8.63,Rainy
2024-01-19 08:00:00,16.92,0.0,2.82,Clear
2024-01-19 09:00:00,14.84,0.0,21.95,Clear
2024-01-19 10:00:00,4.66,0.15,18.64,Clear
2024-01-19 11:00:00,14.55,0.0,5.01,Clear
2024-01-19 12:00:00,8.48,0.0,2.47,Clear
2024-01-19 13:00:00,18.35,4.16,13.13,Clear
2024-01-19 14:00:00,16.83,0.0,2.96,Clear
2024-01-19 15:00:00,10.3,1.74,4.39,Clear
2024-01-19 16:00:00,12.43,3.66,16.16,Clear
2024-01-19 17:00:00,9.7,0.0,5.34,Clear
2024-01-19 18:00:00,14.69,0.0,19.27,Clear
2024-01-19 19:00:00,19.78,4.64,29.9,Clear
2024-01-19 20:00:00,10.07,2.6,13.51,Clear
2024-01-19 21:00:00,17.52,0.0,16.3,Clear
2024-01-19 22:00:00,12.35,4.61,35.18,Stormy
2024-01-19 23:00:00,11.04,4.62,3.12,Clear
2024-01-20 00:00:00,14.46,1.81,26.91,Clear
2024-01-20 01:00:00,9.82,0.0,25.71,Clear
2024-01-20 02:00:00,12.23,0.0,23.54,Clear
2024-01-20 03:00:00,9.01,1.86,27.92,Clear
2024-01-20 04:00:00,24.82,0.43,17.81,Clear
2024-01-20 05:00:00,15.18,3.82,9.17,Clear
2024-01-20 06:00:00,11.5,0.0,25.95,Clear
2024-01-20 07:00:00,16.07,0.0,26.33,Clear
2024-01-20 08:00:00,14.44,1.54,26.05,Clear
2024-01-20 09:00:00,13.9,0.0,15.45,Clear
2024-01-20 10:00:00,18.07,0.0,7.84,Clear
2024-01-20 11:00:00,18.79,0.0,16.91,Clear
2024-01-20 12:00:00,12.35,1.06,24.42,Clear
2024-01-20 13:00:00,12.12,0.84,25.24,Clear
2024-01-20 14:00:00,13.62,2.96,10.7,Clear
2024-01-20 15:00:00,3.49,1.21,18.15,Clear
2024-01-20 16:00:00,7.42,0.6,1.91,Clear
2024-01-20 17:00:00,21.83,4.53,24.85,Clear
2024-01-20 18:00:00,23.22,0.0,7.17,Clear
2024-01-20 19:00:00,13.75,2.61,22.85,Clear
2024-01-20 20:00:00,17.88,0.0,3.51,Clear
